,ticker,date,close
113,AAPL,2021-06-23,133.7
114,AAPL,2021-06-22,133.98
115,AAPL,2021-06-21,132.3
116,AAPL,2021-06-18,130.97
117,AAPL,2021-06-17,131.79
118,AAPL,2021-06-16,130.15
119,AAPL,2021-06-15,129.64
120,AAPL,2021-06-14,130.48
121,AAPL,2021-06-11,126.992
122,AAPL,2021-06-10,126.11
123,AAPL,2021-06-09,127.13
124,AAPL,2021-06-08,126.74
125,AAPL,2021-06-07,125.9
126,AAPL,2021-06-04,125.89
127,AAPL,2021-06-03,123.54
128,AAPL,2021-06-02,125.06
129,AAPL,2021-06-01,124.28
130,AAPL,2021-05-28,124.61
131,AAPL,2021-05-27,125.28
132,AAPL,2021-05-26,126.85
133,AAPL,2021-05-25,126.9
134,AAPL,2021-05-24,127.1
135,AAPL,2021-05-21,126.018
136,AAPL,2021-05-20,126.49
137,AAPL,2021-05-19,123.97
138,AAPL,2021-05-18,124.85
139,AAPL,2021-05-17,126.27
140,AAPL,2021-05-14,127.45
141,AAPL,2021-05-13,125.145
142,AAPL,2021-05-12,122.77
143,AAPL,2021-05-11,124.12
144,AAPL,2021-05-10,126.85
145,AAPL,2021-05-07,130.21
146,AAPL,2021-05-06,129.74
147,AAPL,2021-05-05,128.1
148,AAPL,2021-05-04,127.85
149,AAPL,2021-05-03,133.722
150,AAPL,2021-04-30,131.912
151,AAPL,2021-04-29,133.48
152,AAPL,2021-04-28,133.58
153,AAPL,2021-04-27,134.39
154,AAPL,2021-04-26,134.72
155,AAPL,2021-04-23,134.768
156,AAPL,2021-04-22,131.94
157,AAPL,2021-04-21,133.5
158,AAPL,2021-04-20,133.11
159,AAPL,2021-04-19,134.84
160,AAPL,2021-04-16,134.16
161,AAPL,2021-04-15,134.5
162,AAPL,2021-04-14,132.03
163,AAPL,2021-04-13,134.43
164,AAPL,2021-04-12,131.24
165,AAPL,2021-04-09,132.995
166,AAPL,2021-04-08,130.36
167,AAPL,2021-04-07,127.9
168,AAPL,2021-04-06,126.21
169,AAPL,2021-04-05,125.9
170,AAPL,2021-04-01,123.0
171,AAPL,2021-03-31,122.15
172,AAPL,2021-03-30,119.9
173,AAPL,2021-03-29,121.39
174,AAPL,2021-03-26,121.21
175,AAPL,2021-03-25,120.59
176,AAPL,2021-03-24,120.09
177,AAPL,2021-03-23,122.54
178,AAPL,2021-03-22,123.39
179,AAPL,2021-03-19,119.99
180,AAPL,2021-03-18,120.53
181,AAPL,2021-03-17,124.76
182,AAPL,2021-03-16,125.57
183,AAPL,2021-03-15,123.99
184,AAPL,2021-03-12,121.03
185,AAPL,2021-03-11,121.96
186,AAPL,2021-03-10,119.98
187,AAPL,2021-03-09,121.085
188,AAPL,2021-03-08,116.36
189,AAPL,2021-03-05,121.42
190,AAPL,2021-03-04,120.13
191,AAPL,2021-03-03,122.06
192,AAPL,2021-03-02,125.12
193,AAPL,2021-03-01,127.79
194,AAPL,2021-02-26,121.26
195,AAPL,2021-02-25,120.99
196,AAPL,2021-02-24,125.35
197,AAPL,2021-02-23,125.86
198,AAPL,2021-02-22,126.0
199,AAPL,2021-02-19,129.87
200,AAPL,2021-02-18,129.71
201,AAPL,2021-02-17,130.84
202,AAPL,2021-02-16,133.19
203,AAPL,2021-02-12,135.37
204,AAPL,2021-02-11,135.13
205,AAPL,2021-02-10,135.39
206,AAPL,2021-02-09,136.01
207,AAPL,2021-02-08,136.91
208,AAPL,2021-02-05,136.76
209,AAPL,2021-02-04,137.39
210,AAPL,2021-02-03,133.94
211,AAPL,2021-02-02,134.99
212,AAPL,2021-02-01,134.14
213,AAPL,2021-01-29,131.96
214,AAPL,2021-01-28,137.09
215,AAPL,2021-01-27,142.06
216,AAPL,2021-01-26,143.16
217,AAPL,2021-01-25,142.92
218,AAPL,2021-01-22,139.07
219,AAPL,2021-01-21,136.87
220,AAPL,2021-01-20,132.03
221,AAPL,2021-01-19,127.83
222,AAPL,2021-01-15,127.14
223,AAPL,2021-01-14,128.91
224,AAPL,2021-01-13,130.89
225,AAPL,2021-01-12,128.8
226,AAPL,2021-01-11,128.98
227,AAPL,2021-01-08,132.05
228,AAPL,2021-01-07,130.92
229,AAPL,2021-01-06,126.6
230,AAPL,2021-01-05,131.01
231,AAPL,2021-01-04,129.41
232,AAPL,2020-12-31,132.69
233,AAPL,2020-12-30,133.72
234,AAPL,2020-12-29,134.87
235,AAPL,2020-12-28,136.69
236,AAPL,2020-12-24,131.97
237,AAPL,2020-12-23,130.96
238,AAPL,2020-12-22,131.88
239,AAPL,2020-12-21,128.23
240,AAPL,2020-12-18,126.655
241,AAPL,2020-12-17,128.7
242,AAPL,2020-12-16,127.81
243,AAPL,2020-12-15,127.88
244,AAPL,2020-12-14,121.78
245,AAPL,2020-12-11,122.41
246,AAPL,2020-12-10,123.24
247,AAPL,2020-12-09,121.78
248,AAPL,2020-12-08,124.38
249,AAPL,2020-12-07,123.75
250,AAPL,2020-12-04,122.25
251,AAPL,2020-12-03,122.94
252,AAPL,2020-12-02,123.08
253,AAPL,2020-12-01,122.72
254,AAPL,2020-11-30,119.05
255,AAPL,2020-11-27,116.59
256,AAPL,2020-11-25,116.03
257,AAPL,2020-11-24,115.17
258,AAPL,2020-11-23,113.85
259,AAPL,2020-11-20,117.34
260,AAPL,2020-11-19,118.64
261,AAPL,2020-11-18,118.03
262,AAPL,2020-11-17,119.39
263,AAPL,2020-11-16,120.3
264,AAPL,2020-11-13,119.26
265,AAPL,2020-11-12,119.21
266,AAPL,2020-11-11,119.49
267,AAPL,2020-11-10,115.97
268,AAPL,2020-11-09,116.32
269,AAPL,2020-11-06,118.69
270,AAPL,2020-11-05,119.03
271,AAPL,2020-11-04,114.95
272,AAPL,2020-11-03,110.44
273,AAPL,2020-11-02,108.77
274,AAPL,2020-10-30,108.86
275,AAPL,2020-10-29,115.32
276,AAPL,2020-10-28,111.2
277,AAPL,2020-10-27,116.6
278,AAPL,2020-10-26,115.05
279,AAPL,2020-10-23,115.04
280,AAPL,2020-10-22,115.75
281,AAPL,2020-10-21,116.87
282,AAPL,2020-10-20,117.51
283,AAPL,2020-10-19,115.98
284,AAPL,2020-10-16,119.02
285,AAPL,2020-10-15,120.71
286,AAPL,2020-10-14,121.19
287,AAPL,2020-10-13,121.1
288,AAPL,2020-10-12,124.4
289,AAPL,2020-10-09,116.97
290,AAPL,2020-10-08,114.97
291,AAPL,2020-10-07,115.08
292,AAPL,2020-10-06,113.16
293,AAPL,2020-10-05,116.5
294,AAPL,2020-10-02,113.02
295,AAPL,2020-10-01,116.79
296,AAPL,2020-09-30,115.81
297,AAPL,2020-09-29,114.09
298,AAPL,2020-09-28,114.96
299,AAPL,2020-09-25,112.28
300,AAPL,2020-09-24,108.22
301,AAPL,2020-09-23,107.12
302,AAPL,2020-09-22,111.81
303,AAPL,2020-09-21,110.08
304,AAPL,2020-09-18,106.84
305,AAPL,2020-09-17,110.34
306,AAPL,2020-09-16,112.13
307,AAPL,2020-09-15,115.54
308,AAPL,2020-09-14,115.355
309,AAPL,2020-09-11,112.0
310,AAPL,2020-09-10,113.49
311,AAPL,2020-09-09,117.32
312,AAPL,2020-09-08,112.82
313,AAPL,2020-09-04,120.96
314,AAPL,2020-09-03,120.88
315,AAPL,2020-09-02,131.4
316,AAPL,2020-09-01,134.18
317,AAPL,2020-08-31,129.04
318,AAPL,2020-08-28,124.808
319,AAPL,2020-08-27,125.01
320,AAPL,2020-08-26,126.522
321,AAPL,2020-08-25,124.825
322,AAPL,2020-08-24,125.857
323,AAPL,2020-08-21,124.37
324,AAPL,2020-08-20,118.275
325,AAPL,2020-08-19,115.707
326,AAPL,2020-08-18,115.562
327,AAPL,2020-08-17,114.607
328,AAPL,2020-08-14,114.908
329,AAPL,2020-08-13,115.01
330,AAPL,2020-08-12,113.01
331,AAPL,2020-08-11,109.375
332,AAPL,2020-08-10,112.728
333,AAPL,2020-08-07,111.113
334,AAPL,2020-08-06,113.902
335,AAPL,2020-08-05,110.062
336,AAPL,2020-08-04,109.665
337,AAPL,2020-08-03,108.938
338,AAPL,2020-07-31,106.26
339,AAPL,2020-07-30,96.19
340,AAPL,2020-07-29,95.04
341,AAPL,2020-07-28,93.2525
342,AAPL,2020-07-27,94.81
343,AAPL,2020-07-24,92.615
344,AAPL,2020-07-23,92.845
345,AAPL,2020-07-22,97.2725
346,AAPL,2020-07-21,97.0
347,AAPL,2020-07-20,98.3575
348,AAPL,2020-07-17,96.3275
349,AAPL,2020-07-16,96.5225
350,AAPL,2020-07-15,97.725
351,AAPL,2020-07-14,97.0575
352,AAPL,2020-07-13,95.4775
353,AAPL,2020-07-10,95.92
354,AAPL,2020-07-09,95.7525
355,AAPL,2020-07-08,95.3425
356,AAPL,2020-07-07,93.1725
357,AAPL,2020-07-06,93.4625
358,AAPL,2020-07-02,91.0275
359,AAPL,2020-07-01,91.0275
360,AAPL,2020-06-30,91.2
361,AAPL,2020-06-29,90.445
362,AAPL,2020-06-26,88.4075
363,AAPL,2020-06-25,91.21
364,AAPL,2020-06-24,90.015
365,AAPL,2020-06-23,91.6325
366,AAPL,2020-06-22,89.7175
367,AAPL,2020-06-19,87.43
368,AAPL,2020-06-18,87.9325
369,AAPL,2020-06-17,87.8975
370,AAPL,2020-06-16,88.02
371,AAPL,2020-06-15,85.7475
372,AAPL,2020-06-12,84.7
373,AAPL,2020-06-11,83.975
374,AAPL,2020-06-10,88.21
375,AAPL,2020-06-09,85.9975
376,AAPL,2020-06-08,83.365
377,AAPL,2020-06-05,82.875
378,AAPL,2020-06-04,80.58
379,AAPL,2020-06-03,81.28
380,AAPL,2020-06-02,80.835
381,AAPL,2020-06-01,80.4625
382,AAPL,2020-05-29,79.485
383,AAPL,2020-05-28,79.5625
384,AAPL,2020-05-27,79.5275
385,AAPL,2020-05-26,79.1825
386,AAPL,2020-05-22,79.7225
387,AAPL,2020-05-21,79.2125
388,AAPL,2020-05-20,79.8075
389,AAPL,2020-05-19,78.285
390,AAPL,2020-05-18,78.74
391,AAPL,2020-05-15,76.9275
392,AAPL,2020-05-14,77.385
393,AAPL,2020-05-13,76.9125
394,AAPL,2020-05-12,77.8525
395,AAPL,2020-05-11,78.7525
396,AAPL,2020-05-08,77.5325
397,AAPL,2020-05-07,75.935
398,AAPL,2020-05-06,75.1575
399,AAPL,2020-05-05,74.39
400,AAPL,2020-05-04,73.29
401,AAPL,2020-05-01,72.2675
402,AAPL,2020-04-30,73.45
403,AAPL,2020-04-29,71.9325
404,AAPL,2020-04-28,69.645
405,AAPL,2020-04-27,70.7925
406,AAPL,2020-04-24,70.7425
407,AAPL,2020-04-23,68.7575
408,AAPL,2020-04-22,69.025
409,AAPL,2020-04-21,67.0925
410,AAPL,2020-04-20,69.2325
411,AAPL,2020-04-17,70.7
412,AAPL,2020-04-16,71.6725
413,AAPL,2020-04-15,71.1075
414,AAPL,2020-04-14,71.7625
415,AAPL,2020-04-13,68.3125
416,AAPL,2020-04-09,66.9975
417,AAPL,2020-04-08,66.5175
418,AAPL,2020-04-07,64.8575
419,AAPL,2020-04-06,65.6175
420,AAPL,2020-04-03,60.3525
421,AAPL,2020-04-02,61.2325
422,AAPL,2020-04-01,60.2275
423,AAPL,2020-03-31,63.5725
424,AAPL,2020-03-30,63.7025
425,AAPL,2020-03-27,61.935
426,AAPL,2020-03-26,64.61
427,AAPL,2020-03-25,61.38
428,AAPL,2020-03-24,61.72
429,AAPL,2020-03-23,56.0925
430,AAPL,2020-03-20,57.31
431,AAPL,2020-03-19,61.195
432,AAPL,2020-03-18,61.6675
433,AAPL,2020-03-17,63.215
434,AAPL,2020-03-16,60.5525
435,AAPL,2020-03-13,69.4925
436,AAPL,2020-03-12,62.0575
437,AAPL,2020-03-11,68.8575
438,AAPL,2020-03-10,71.335
439,AAPL,2020-03-09,66.5425
440,AAPL,2020-03-06,72.2575
441,AAPL,2020-03-05,73.23
442,AAPL,2020-03-04,75.685
443,AAPL,2020-03-03,72.33
444,AAPL,2020-03-02,74.7025
445,AAPL,2020-02-28,68.34
446,AAPL,2020-02-27,68.38
447,AAPL,2020-02-26,73.1625
448,AAPL,2020-02-25,72.02
449,AAPL,2020-02-24,74.545
450,AAPL,2020-02-21,78.2625
451,AAPL,2020-02-20,80.075
452,AAPL,2020-02-19,80.905
453,AAPL,2020-02-18,79.75
454,AAPL,2020-02-14,81.2375
455,AAPL,2020-02-13,81.2175
456,AAPL,2020-02-12,81.8
457,AAPL,2020-02-11,79.9025
458,AAPL,2020-02-10,80.3875
459,AAPL,2020-02-07,80.0075
460,AAPL,2020-02-06,81.3025
461,AAPL,2020-02-05,80.3625
462,AAPL,2020-02-04,79.7125
463,AAPL,2020-02-03,77.165
464,AAPL,2020-01-31,77.3775
465,AAPL,2020-01-30,80.9675
466,AAPL,2020-01-29,81.085
467,AAPL,2020-01-28,79.4225
468,AAPL,2020-01-27,77.2375
469,AAPL,2020-01-24,79.5775
470,AAPL,2020-01-23,79.8075
471,AAPL,2020-01-22,79.425
472,AAPL,2020-01-21,79.1425
473,AAPL,2020-01-17,79.6825
474,AAPL,2020-01-16,78.81
475,AAPL,2020-01-15,77.835
476,AAPL,2020-01-14,78.17
477,AAPL,2020-01-13,79.24
478,AAPL,2020-01-10,77.5825
479,AAPL,2020-01-09,77.4075
480,AAPL,2020-01-08,75.7975
481,AAPL,2020-01-07,74.5975
482,AAPL,2020-01-06,74.95
483,AAPL,2020-01-03,74.3575
484,AAPL,2020-01-02,75.0875
485,AMZN,2021-12-02,3437.36
486,AMZN,2021-12-01,3443.72
487,AMZN,2021-11-30,3507.07
488,AMZN,2021-11-29,3561.57
489,AMZN,2021-11-26,3504.56
490,AMZN,2021-11-24,3580.41
491,AMZN,2021-11-23,3580.04
492,AMZN,2021-11-22,3572.57
493,AMZN,2021-11-19,3676.57
494,AMZN,2021-11-18,3696.06
495,AMZN,2021-11-17,3549.0
496,AMZN,2021-11-16,3540.7
497,AMZN,2021-11-15,3545.68
498,AMZN,2021-11-12,3525.15
499,AMZN,2021-11-11,3472.5
500,AMZN,2021-11-10,3482.05
501,AMZN,2021-11-09,3576.23
502,AMZN,2021-11-08,3488.98
503,AMZN,2021-11-05,3518.0
504,AMZN,2021-11-04,3477.0
505,AMZN,2021-11-03,3384.0
506,AMZN,2021-11-02,3312.75
507,AMZN,2021-11-01,3318.11
508,AMZN,2021-10-29,3372.43
509,AMZN,2021-10-28,3446.57
510,AMZN,2021-10-27,3392.49
511,AMZN,2021-10-26,3376.07
512,AMZN,2021-10-25,3320.37
513,AMZN,2021-10-22,3335.55
514,AMZN,2021-10-21,3435.01
515,AMZN,2021-10-20,3415.06
516,AMZN,2021-10-19,3444.15
517,AMZN,2021-10-18,3446.74
518,AMZN,2021-10-15,3409.02
519,AMZN,2021-10-14,3299.86
520,AMZN,2021-10-13,3284.28
521,AMZN,2021-10-12,3247.33
522,AMZN,2021-10-11,3246.3
523,AMZN,2021-10-08,3288.62
524,AMZN,2021-10-07,3302.43
525,AMZN,2021-10-06,3262.01
526,AMZN,2021-10-05,3221.0
527,AMZN,2021-10-04,3189.78
528,AMZN,2021-10-01,3283.26
529,AMZN,2021-09-30,3285.2
530,AMZN,2021-09-29,3301.12
531,AMZN,2021-09-28,3315.96
532,AMZN,2021-09-27,3375.96
533,AMZN,2021-09-24,3397.71
534,AMZN,2021-09-23,3416.0
535,AMZN,2021-09-22,3368.0
536,AMZN,2021-09-21,3343.63
537,AMZN,2021-09-20,3355.73
538,AMZN,2021-09-17,3462.52
539,AMZN,2021-09-16,3488.24
540,AMZN,2021-09-15,3475.79
541,AMZN,2021-09-14,3450.0
542,AMZN,2021-09-13,3457.17
543,AMZN,2021-09-10,3469.15
544,AMZN,2021-09-09,3484.16
545,AMZN,2021-09-08,3525.5
546,AMZN,2021-09-07,3509.29
547,AMZN,2021-09-03,3478.05
548,AMZN,2021-09-02,3504.53
549,AMZN,2021-09-01,3479.0
550,AMZN,2021-08-31,3470.79
551,AMZN,2021-08-30,3421.57
552,AMZN,2021-08-27,3349.63
553,AMZN,2021-08-26,3307.57
554,AMZN,2021-08-25,3299.18
555,AMZN,2021-08-24,3305.78
556,AMZN,2021-08-23,3265.87
557,AMZN,2021-08-20,3199.95
558,AMZN,2021-08-19,3218.56
559,AMZN,2021-08-18,3201.22
560,AMZN,2021-08-17,3241.96
561,AMZN,2021-08-16,3298.99
562,AMZN,2021-08-13,3293.97
563,AMZN,2021-08-12,3289.7
564,AMZN,2021-08-11,3292.11
565,AMZN,2021-08-10,3320.68
566,AMZN,2021-08-09,3341.87
567,AMZN,2021-08-06,3344.94
568,AMZN,2021-08-05,3375.99
569,AMZN,2021-08-04,3354.72
570,AMZN,2021-08-03,3383.72
571,AMZN,2021-08-02,3331.48
572,AMZN,2021-07-30,3327.59
573,AMZN,2021-07-29,3599.92
574,AMZN,2021-07-28,3630.32
575,AMZN,2021-07-27,3626.39
576,AMZN,2021-07-26,3699.82
577,AMZN,2021-07-23,3656.64
578,AMZN,2021-07-22,3638.03
579,AMZN,2021-07-21,3585.2
580,AMZN,2021-07-20,3573.19
581,AMZN,2021-07-19,3549.59
582,AMZN,2021-07-16,3573.63
583,AMZN,2021-07-15,3631.2
584,AMZN,2021-07-14,3681.68
585,AMZN,2021-07-13,3677.36
586,AMZN,2021-07-12,3718.55
587,AMZN,2021-07-09,3719.34
588,AMZN,2021-07-08,3731.41
589,AMZN,2021-07-07,3696.58
590,AMZN,2021-07-06,3675.74
591,AMZN,2021-07-02,3510.98
592,AMZN,2021-07-01,3432.97
593,AMZN,2021-06-30,3440.16
594,AMZN,2021-06-29,3448.14
595,AMZN,2021-06-28,3443.89
596,AMZN,2021-06-25,3401.46
597,AMZN,2021-06-24,3449.08
598,AMZN,2021-06-23,3503.82
599,AMZN,2021-06-22,3505.44
600,AMZN,2021-06-21,3453.96
601,AMZN,2021-06-18,3506.99
602,AMZN,2021-06-17,3489.24
603,AMZN,2021-06-16,3415.25
604,AMZN,2021-06-15,3383.13
605,AMZN,2021-06-14,3383.87
606,AMZN,2021-06-11,3346.83
607,AMZN,2021-06-10,3349.65
608,AMZN,2021-06-09,3281.15
609,AMZN,2021-06-08,3264.11
610,AMZN,2021-06-07,3198.01
611,AMZN,2021-06-04,3206.22
612,AMZN,2021-06-03,3187.01
613,AMZN,2021-06-02,3233.99
614,AMZN,2021-06-01,3218.65
615,AMZN,2021-05-28,3223.07
616,AMZN,2021-05-27,3230.11
617,AMZN,2021-05-26,3265.16
618,AMZN,2021-05-25,3259.05
619,AMZN,2021-05-24,3244.99
620,AMZN,2021-05-21,3203.08
621,AMZN,2021-05-20,3237.57
622,AMZN,2021-05-19,3200.23
623,AMZN,2021-05-18,3232.28
624,AMZN,2021-05-17,3270.39
625,AMZN,2021-05-14,3222.9
626,AMZN,2021-05-13,3161.47
627,AMZN,2021-05-12,3151.94
628,AMZN,2021-05-11,3223.91
629,AMZN,2021-05-10,3190.49
630,AMZN,2021-05-07,3291.61
631,AMZN,2021-05-06,3306.37
632,AMZN,2021-05-05,3270.54
633,AMZN,2021-05-04,3311.87
634,AMZN,2021-05-03,3386.49
635,AMZN,2021-04-30,3467.42
636,AMZN,2021-04-29,3471.31
637,AMZN,2021-04-28,3458.5
638,AMZN,2021-04-27,3417.43
639,AMZN,2021-04-26,3409.0
640,AMZN,2021-04-23,3340.88
641,AMZN,2021-04-22,3309.04
642,AMZN,2021-04-21,3362.02
643,AMZN,2021-04-20,3334.69
644,AMZN,2021-04-19,3372.01
645,AMZN,2021-04-16,3399.44
646,AMZN,2021-04-15,3379.09
647,AMZN,2021-04-14,3333.0
648,AMZN,2021-04-13,3400.0
649,AMZN,2021-04-12,3379.39
650,AMZN,2021-04-09,3372.2
651,AMZN,2021-04-08,3299.3
652,AMZN,2021-04-07,3279.39
653,AMZN,2021-04-06,3223.82
654,AMZN,2021-04-05,3226.73
655,AMZN,2021-04-01,3161.0
656,AMZN,2021-03-31,3094.08
657,AMZN,2021-03-30,3055.29
658,AMZN,2021-03-29,3075.73
659,AMZN,2021-03-26,3052.03
660,AMZN,2021-03-25,3046.26
661,AMZN,2021-03-24,3087.07
662,AMZN,2021-03-23,3137.5
663,AMZN,2021-03-22,3110.87
664,AMZN,2021-03-19,3074.96
665,AMZN,2021-03-18,3027.99
666,AMZN,2021-03-17,3135.73
667,AMZN,2021-03-16,3091.86
668,AMZN,2021-03-15,3081.68
669,AMZN,2021-03-12,3089.49
670,AMZN,2021-03-11,3113.59
671,AMZN,2021-03-10,3057.64
672,AMZN,2021-03-09,3062.85
673,AMZN,2021-03-08,2951.95
674,AMZN,2021-03-05,3000.46
675,AMZN,2021-03-04,2977.57
676,AMZN,2021-03-03,3005.0
677,AMZN,2021-03-02,3094.53
678,AMZN,2021-03-01,3146.14
679,AMZN,2021-02-26,3092.93
680,AMZN,2021-02-25,3057.16
681,AMZN,2021-02-24,3159.53
682,AMZN,2021-02-23,3194.5
683,AMZN,2021-02-22,3180.74
684,AMZN,2021-02-19,3249.9
685,AMZN,2021-02-18,3328.23
686,AMZN,2021-02-17,3308.64
687,AMZN,2021-02-16,3268.95
688,AMZN,2021-02-12,3277.71
689,AMZN,2021-02-11,3262.13
690,AMZN,2021-02-10,3286.58
691,AMZN,2021-02-09,3305.0
692,AMZN,2021-02-08,3322.94
693,AMZN,2021-02-05,3352.15
694,AMZN,2021-02-04,3331.0
695,AMZN,2021-02-03,3312.53
696,AMZN,2021-02-02,3380.0
697,AMZN,2021-02-01,3342.88
698,AMZN,2021-01-29,3206.2
699,AMZN,2021-01-28,3237.62
700,AMZN,2021-01-27,3232.58
701,AMZN,2021-01-26,3326.13
702,AMZN,2021-01-25,3294.0
703,AMZN,2021-01-22,3292.23
704,AMZN,2021-01-21,3306.99
705,AMZN,2021-01-20,3263.38
706,AMZN,2021-01-19,3120.76
707,AMZN,2021-01-15,3104.25
708,AMZN,2021-01-14,3127.47
709,AMZN,2021-01-13,3165.89
710,AMZN,2021-01-12,3120.83
711,AMZN,2021-01-11,3114.21
712,AMZN,2021-01-08,3182.7
713,AMZN,2021-01-07,3162.16
714,AMZN,2021-01-06,3138.38
715,AMZN,2021-01-05,3218.51
716,AMZN,2021-01-04,3186.63
717,AMZN,2020-12-31,3256.93
718,AMZN,2020-12-30,3285.85
719,AMZN,2020-12-29,3322.0
720,AMZN,2020-12-28,3283.96
721,AMZN,2020-12-24,3172.69
722,AMZN,2020-12-23,3185.27
723,AMZN,2020-12-22,3206.52
724,AMZN,2020-12-21,3206.18
725,AMZN,2020-12-18,3201.65
726,AMZN,2020-12-17,3236.08
727,AMZN,2020-12-16,3240.96
728,AMZN,2020-12-15,3165.12
729,AMZN,2020-12-14,3156.97
730,AMZN,2020-12-11,3116.42
731,AMZN,2020-12-10,3101.49
732,AMZN,2020-12-09,3104.2
733,AMZN,2020-12-08,3177.29
734,AMZN,2020-12-07,3158.0
735,AMZN,2020-12-04,3162.58
736,AMZN,2020-12-03,3186.73
737,AMZN,2020-12-02,3203.53
738,AMZN,2020-12-01,3220.08
739,AMZN,2020-11-30,3168.04
740,AMZN,2020-11-27,3195.34
741,AMZN,2020-11-25,3185.07
742,AMZN,2020-11-24,3118.06
743,AMZN,2020-11-23,3098.39
744,AMZN,2020-11-20,3099.4
745,AMZN,2020-11-19,3117.02
746,AMZN,2020-11-18,3105.46
747,AMZN,2020-11-17,3135.66
748,AMZN,2020-11-16,3131.06
749,AMZN,2020-11-13,3128.81
750,AMZN,2020-11-12,3110.28
751,AMZN,2020-11-11,3137.39
752,AMZN,2020-11-10,3035.02
753,AMZN,2020-11-09,3143.74
754,AMZN,2020-11-06,3311.37
755,AMZN,2020-11-05,3322.0
